96613 97536
113 199 196
148 74 34
225 23 85
141 58 5
251 154 51
121 59 144
3 133 37
233 55 173
96 212 45
105 165 179
154 168 65
158 5 72
151 223 73
159 156 116
23 245 89
145 113 7
109 27 48
134 137 45
128 150 242
151 95 79
2 90 33
64 166 45
239 231 225
251 67 58
72 99 109
33 133 55
17 249 213
253 167 18
137 113 250
50 136 1
170 17 204
80 170 219
225 179 194
177 105 183
14 40 154
153 125 200
190 204 82
142 178 119
167 106 103
244 229 194
101 83 78
237 67 213
116 185 48
113 190 230
109 82 234
169 209 86
133 42 68
145 117 6
68 200 112
205 99 247
130 133 198
203 139 37
168 41 191
27 213 165
36 199 47
12 23 254
45 219 199
135 87 197
185 161 203
48 66 124
187 184 16
187 237 171
162 248 57
140 203 64
15 145 51
147 239 37
214 101 238
102 131 32
55 168 94
160 136 240
94 181 177
121 207 165
25 51 210
167 57 63
216 104 30
116 43 138
235 221 102
32 85 57
247 52 37
122 164 66
186 70 3
186 132 121
0 129 138
161 91 112
229 129 39
212 67 142
77 236 101
117 7 111
161 147 101
3 96 123
203 199 161
116 113 202
116 249 226
145 128 55
125 149 127
146 247 195
188 32 215
250 156 44
249 144 18
181 12 206
40 236 20
111 125 186
232 37 194
55 181 20
60 52 121
85 69 178
137 117 203
105 11 243
208 66 125
197 232 221
44 212 190
12 190 123
143 86 169
12 173 117
185 75 253
216 142 241
122 34 27
42 176 169
41 23 65
248 210 77
100 77 6
85 97 28
9 42 22
138 243 190
117 242 46
116 3 100
252 167 91
33 239 34
169 32 111
167 48 141
56 105 196
68 217 145
81 90 53
188 82 149
6 123 90
239 85 209
143 23 3
185 41 239
68 158 248
15 31 225
220 65 239
87 74 3
229 200 206
8 131 113
131 183 34
131 157 170
109 162 223
49 228 102
37 205 90
221 220 181
120 7 133
84 56 89
54 200 106
59 24 101
50 138 234
48 136 22
124 101 182
37 53 242
222 239 142
249 114 31
149 82 186
88 107 6
82 174 198
213 168 41
112 177 130
70 198 65
119 117 57
95 113 156
209 154 49
146 165 181
203 165 100
38 37 21
207 152 125
150 60 105
224 210 21
45 180 229
87 41 47
223 20 217
221 70 241
106 30 145
168 64 165
174 135 114
250 124 240
73 249 82
215 197 81
119 71 24
6 167 221
40 240 148
75 17 58
99 215 161
227 43 217
219 64 122
64 117 120
207 14 89
7 33 216
39 60 86
71 178 186
205 153 127
251 213 32
73 200 51
194 127 194
160 119 196
221 73 207
111 223 78
105 9 230
67 125 209
223 177 83
59 15 150
202 108 142
225 210 192
199 247 242
69 250 49
195 61 187
91 114 160
112 55 66
151 214 248
8 2 124
200 173 244
70 66 176
49 235 248
161 183 120
238 167 50
204 29 251
134 26 241
107 73 105
204 216 69
23 129 184
251 82 217
149 27 158
17 139 14
82 90 206
108 26 88
34 134 118
164 97 221
58 74 249
168 12 75
107 83 234
28 205 250
161 38 73
242 87 68
156 65 1
72 152 33
237 118 162
129 58 6
52 132 91
166 92 255
153 247 60
255 142 12
136 65 170
238 11 185
177 26 34
12 58 0
63 21 50
134 103 100
87 132 181
186 190 70
213 142 78
13 137 139
67 142 40
16 171 113
26 174 236
211 93 174
60 196 3
137 40 202
178 109 14
93 34 191
162 105 163
147 109 207
148 54 73
227 237 165
230 239 182
19 73 175
141 103 72
212 37 187
15 129 193
222 157 209
189 211 72
79 6 80
53 124 156
64 225 76
23 66 155
169 31 39
7 239 243
119 156 110
227 237 39
236 214 247
70 32 197
55 238 56
62 4 230
84 226 234
74 8 231
37 8 222
150 42 102
210 206 31
122 212 127
94 176 74
48 246 73
139 123 42
214 100 139
240 192 151
164 114 196
88 156 145
111 206 90
93 166 152
94 158 33
69 57 78
235 218 16
29 228 81
29 236 63
20 46 82
4 134 36
26 143 122
118 195 15
186 171 255
8 129 227
52 210 1
79 254 23
223 181 171
89 178 237
189 105 135
102 108 241
96 162 34
236 176 181
253 40 225
202 80 203
206 158 34
203 73 3
173 116 150
95 224 230
238 42 222
149 253 115
125 199 101
92 200 26
57 154 126
251 130 246
144 47 190
206 166 78
92 148 155
67 65 78
253 206 70
20 142 2
183 150 197
199 213 148
78 89 85
99 134 199
224 111 0
117 145 179
2 154 122
66 8 195
31 194 64
78 249 236
13 240 244
14 133 48
241 137 243
233 69 82
85 204 56
117 222 219
135 142 118
239 227 78
53 52 112
252 236 168
71 241 156
159 244 27
252 66 248
123 247 11
72 167 44
74 204 72
109 163 225
157 64 142
216 247 97
214 116 59
62 27 112
99 121 80
247 253 106
61 42 170
155 253 158
160 74 129
219 41 234
12 222 34
162 182 151
125 204 233
108 191 119
231 181 130
230 65 62
244 15 97
200 87 29
2 135 127
239 178 165
87 150 87
190 92 219
167 98 32
182 174 151
201 216 76
84 143 34
181 7 65
44 239 16
193 191 87
68 131 91
28 107 18
178 195 193
140 43 161
121 33 96
100 53 151
160 139 144
201 110 233
148 35 0
38 68 40
193 62 20
237 207 0
107 155 125
143 40 240
210 229 26
190 9 75
135 107 15
227 166 112
8 30 37
218 203 70
163 204 97
245 55 251
138 156 231
49 56 254
50 202 17
178 135 58
241 164 203
132 102 148
215 196 50
149 248 167
205 144 110
238 225 191
237 239 204
50 31 19
33 77 31
89 39 72
255 210 88
174 67 35
228 222 100
6 44 141
79 201 71
66 227 205
128 217 118
8 213 1
81 132 122
190 47 222
84 231 194
199 127 169
46 135 201
2 140 117
52 71 105
128 120 158
68 169 126
133 19 134
230 73 191
193 130 144
163 151 217
208 17 90
165 213 205
239 85 63
144 81 140
1 134 12
160 227 208
195 27 1
3 170 62
75 168 12
121 3 186
198 244 66
43 202 10
114 95 158
200 213 174
218 115 253
231 174 255
82 200 89
152 144 135
179 29 70
76 164 160
87 180 170
231 125 80
87 238 193
36 209 99
4 40 81
41 122 202
164 214 42
106 173 52
111 221 225
195 122 235
201 54 205
209 132 242
193 192 66
146 1 92
202 101 13
61 245 238
184 113 48
99 171 248
254 47 224
71 116 113
39 198 188
123 164 82
146 83 79
188 202 53
114 71 200
15 47 46
6 3 248
28 146 232
21 178 141
202 33 4
173 102 141
28 187 175
28 118 22
76 101 130
47 23 85
38 11 159
170 57 196
167 121 9
8 165 168
214 152 68
117 84 203
226 237 45
8 18 118
125 79 28
70 84 177
120 233 56
211 87 190
160 112 26
123 122 212
216 165 166
97 221 25
120 14 37
134 58 227
229 240 167
126 3 47
114 145 153
110 189 97
118 172 162
73 156 62
174 53 195
75 97 39
213 79 175
182 112 152
129 138 103
204 53 225
65 97 26
13 185 36
245 244 60
179 128 143
110 3 229
107 165 218
71 43 108
85 57 4
2 100 68
63 217 73
102 186 23
29 142 104
24 75 33
204 234 19
120 130 207
8 96 183
191 147 152
172 227 110
86 54 27
41 195 65
121 168 122
72 196 162
13 223 246
36 128 42
190 13 204
99 255 143
93 87 79
180 149 233
121 215 71
142 251 39
60 208 137
39 177 204
136 49 215
179 148 238
82 76 250
223 187 113
63 216 30
141 151 127
125 37 110
210 75 76
227 158 241
44 72 8
76 132 164
8 45 37
49 233 216
116 222 203
133 236 205
33 227 153
214 52 144
157 3 157
162 174 18
207 33 150
246 139 138
178 86 105
78 116 13
86 80 226
168 16 107
20 235 172
234 185 76
17 14 147
119 123 140
246 200 248
12 77 212
238 171 149
224 147 122
225 104 116
252 212 154
239 172 42
216 184 117
47 58 88
56 70 10
169 74 99
70 91 243
145 33 115
239 110 130
199 241 170
131 131 28
140 243 166
136 109 213
134 195 58
223 72 77
246 252 105
26 54 202
56 20 163
29 89 151
123 122 67
243 17 157
195 238 73
243 119 63
29 32 84
20 26 123
33 141 227
141 249 62
173 150 205
177 194 8
224 226 254
10 73 193
85 246 116
180 75 219
161 18 122
251 100 169
16 78 35
56 78 254
156 246 10
233 92 9
46 35 72
16 54 113
24 154 182
206 215 173
210 234 101
64 197 166
245 192 91
153 143 143
118 142 143
128 140 4
36 93 39
172 210 97
100 239 240
191 117 102
43 25 31
96 1 9
60 95 71
155 59 155
164 209 155
125 20 30
115 37 101
236 237 229
189 22 199
196 18 110
209 253 176
56 113 125
183 173 34
104 155 122
240 148 162
62 253 12
105 15 0
142 96 246
193 14 73
110 158 49
189 233 10
211 167 75
8 129 199
109 180 0
48 155 186
196 202 23
221 121 209
148 114 126
84 187 226
101 183 169
44 117 49
111 96 40
79 145 37
173 111 136
52 103 70
64 218 108
90 154 122
6 137 235
9 54 129
123 144 44
69 8 174
208 174 64
19 61 232
74 6 64
241 62 224
221 29 168
143 203 148
9 20 243
211 86 5
244 39 119
12 162 53
201 102 131
117 157 100
81 178 183
237 122 139
207 250 163
246 19 25
33 184 163
236 126 237
20 167 250
134 238 148
7 198 46
146 204 197
197 146 164
237 22 25
156 128 124
194 248 15
194 185 174
4 169 64
233 26 101
46 135 223
32 106 156
57 118 117
237 222 248
222 118 218
169 203 229
13 132 118
28 170 243
174 179 186
89 82 115
151 138 218
220 113 78
206 160 204
226 76 38
0 118 134
8 184 175
66 149 116
39 88 79
7 232 56
110 25 245
97 92 166
194 235 55
124 182 254
83 193 176
89 181 108
127 204 153
199 105 190
236 244 165
167 210 100
225 151 33
97 188 174
229 133 77
162 218 65
154 60 245
88 34 218
220 97 84
239 105 72
22 127 43
205 63 164
228 3 28
11 12 210
239 119 76
119 107 61
5 255 58
199 199 207
119 18 218
31 52 47
184 122 245
197 144 63
51 141 197
35 219 213
109 173 204
254 211 185
93 254 246
246 212 223
8 104 240
62 239 230
96 205 199
157 73 209
93 139 196
164 182 4
93 52 134
49 149 130
186 140 97
37 239 102
170 197 248
98 203 160
91 247 22
8 212 241
79 226 210
240 47 40
245 231 226
104 150 158
138 68 63
49 186 240
46 144 251
183 215 253
74 119 95
144 152 32
34 182 73
56 45 174
182 90 196
11 171 178
222 53 233
131 164 231
165 161 246
178 7 247
229 121 172
3 58 244
37 85 238
45 118 20
176 5 151
120 98 176
246 81 156
53 244 127
40 239 99
119 132 14
15 197 99
23 50 132
44 96 253
231 122 149
22 180 154
54 20 196
16 22 5
133 18 222
234 120 11
135 53 179
26 228 81
95 144 22
26 59 118
21 97 23
4 46 105
90 43 128
109 125 13
126 24 142
127 112 11
174 142 241
90 147 247
114 15 7
173 182 166
103 86 84
143 36 207
57 176 69
164 35 224
228 152 39
109 173 35
43 151 98
239 108 19
89 91 250
136 252 248
55 21 72
14 92 202
79 24 245
42 182 67
95 175 55
244 81 70
32 63 80
207 211 112
57 158 68
134 187 253
126 179 218
168 30 222
110 79 214
33 162 23
236 74 117
25 184 94
60 226 41
18 30 242
65 81 150
61 148 185
245 173 205
29 222 157
42 4 200
95 251 40
128 184 38
249 164 95
166 24 41
129 8 220
213 64 236
208 197 47
138 51 233
216 42 118
131 54 171
194 172 59
253 112 207
75 167 142
44 191 66
97 86 100
251 221 182
249 21 47
5 180 101
52 214 190
212 255 10
178 225 87
89 34 28
54 208 18
172 75 77
123 202 121
5 202 68
86 255 94
251 173 151
13 101 252
252 159 11
247 177 82
12 3 16
84 153 187
194 76 119
111 72 210
128 160 118
243 34 134
242 174 222
138 185 121
202 204 155
188 16 158
186 84 109
6 15 18
179 64 229
58 71 58
92 5 163
23 231 31
213 173 206
41 254 7
173 56 213
227 243 84
34 52 100
250 67 161
152 155 170
4 122 27
92 237 201
82 115 29
154 142 158
11 212 15
156 98 178
138 197 129
69 167 129
250 240 131
206 19 234
47 190 72
191 47 246
199 208 251
49 242 206
129 187 225
67 161 247
221 9 176
218 230 208
246 109 46
157 48 78
156 69 14
47 74 246
182 86 8
175 63 28
214 195 55
110 110 91
30 79 183
240 233 84
83 213 127
38 18 171
63 4 125
234 121 62
76 95 240
187 240 168
95 116 10
186 240 247
242 92 198
229 49 169
117 116 7
146 132 237
230 90 242
47 244 24
174 42 141
56 30 101
191 250 153
121 205 242
237 148 173
134 218 247
138 115 148
120 66 73
69 1 232
234 136 15
67 15 239
52 78 195
127 149 182
230 47 108
95 171 109
135 224 26
152 199 2
143 134 162
68 57 0
162 90 156
66 228 170
15 124 154
205 63 83
137 20 170
96 140 1
37 176 15
201 87 66
148 217 59
140 50 78
162 247 17
123 175 94
239 103 89
147 158 76
236 218 131
26 136 108
25 241 161
246 108 170
125 23 159
79 185 229
102 159 197
105 140 139
99 30 111
188 44 118
127 10 11
85 195 6
191 148 83
113 94 127
223 195 205
88 38 165
72 210 128
119 224 150
85 203 248
193 164 232
200 100 125
72 218 3
135 26 144
23 123 192
156 140 166
82 133 67
107 26 41
145 191 22
54 191 172
122 175 136
206 43 109
157 217 68
155 36 17
149 57 53
208 31 155
92 3 153
231 26 174
238 154 100
100 189 4
34 207 216
199 177 46
197 92 98
210 64 142
249 160 183
252 46 146
205 155 47
54 215 51
28 45 98
221 138 173
171 139 1
0 37 128
126 3 247
212 242 168
123 241 192
116 193 25
67 1 9
221 70 125
77 167 138
42 181 49
67 220 32
12 155 126
162 27 46
141 0 21
141 155 54
6 187 205
241 206 179
94 22 160
224 26 57
133 162 228
39 215 208
48 92 198
49 137 141
214 2 12
32 95 115
235 175 12
42 236 137
93 190 232
49 37 61
76 221 12
166 155 248
13 112 233
160 249 2
98 41 243
56 193 152
243 229 217
40 67 75
16 201 5
164 223 156
170 157 83
120 124 214
143 104 21
99 72 43
230 78 71
179 177 18
235 166 16
33 164 224
236 96 121
239 6 166
131 150 113
64 112 74
21 112 1
184 46 233
140 61 204
85 122 108
81 207 202
140 246 105
141 24 69
168 104 61
160 3 21
95 185 103
226 148 24
182 48 39
153 67 245
23 235 87
59 149 18
176 158 138
229 253 210
14 144 99
27 242 20
251 212 55
194 81 233
149 196 231
92 245 148
176 195 247
131 149 200
109 52 243
168 222 30
27 181 4
13 209 212
78 161 206
0 95 205
62 197 141
89 67 197
99 97 112
55 31 213
78 99 53
247 218 39
202 223 5
117 57 250
51 210 146
135 189 217
22 25 111
182 188 24
10 172 176
63 195 144
206 31 194
75 43 155
164 91 141
106 250 82
238 153 200
86 253 6
7 160 156
230 35 253
99 63 125
80 28 111
234 14 69
163 50 192
145 97 146
132 103 255
58 141 97
41 208 159
207 95 236
148 50 116
154 217 193
16 219 241
231 47 35
241 194 161
220 2 166
136 226 227
152 220 6
101 212 234
140 237 72
209 172 245
22 4 20
138 22 203
100 207 81
193 176 122
135 87 2
82 170 80
214 183 97
67 157 26
134 29 58
128 168 156
136 3 138
212 209 81
162 174 88
43 155 100
209 231 211
7 228 239
222 249 173
64 1 115
63 236 184
0 28 152
48 0 190
255 205 39
18 109 166
251 248 68
4 89 196
122 231 240
192 25 129
196 168 191
184 173 44
28 168 213
113 118 31
62 145 39
32 58 22
30 97 241
131 90 204
222 203 115
1 82 216
17 211 240
5 114 199
47 164 232
152 220 122
89 181 149
62 190 193
78 29 164
19 208 57
174 52 53
37 16 99
110 107 22
20 189 6
155 108 59
232 146 199
83 117 129
51 69 6
1 242 164
104 63 252
216 90 126
122 157 19
147 76 131
185 104 133
108 234 121
233 16 55
90 118 124
164 47 216
142 42 50
243 123 54
48 93 74
39 12 224
87 211 59
253 209 2
71 100 59
242 77 126
239 210 126
227 150 71
161 228 177
233 143 2
20 199 182
116 101 223
151 166 161
167 73 180
152 135 243
243 108 92
85 105 22
247 64 80
225 156 25
151 237 132
91 97 173
91 18 131
105 194 96
10 189 206
251 179 24
135 173 114
62 106 211
236 199 232
223 252 158
229 214 50
130 57 211
79 136 50
130 202 151
17 166 78
234 136 147
57 146 66
180 31 242
91 6 70
65 228 155
39 11 97
25 243 177
74 56 12
228 141 72
135 46 10
168 177 105
22 80 135
69 249 72
60 199 112
47 183 196
43 181 18
106 80 33
28 184 246
203 216 1
171 163 252
110 239 169
115 120 183
114 220 113
235 170 8
252 231 140
127 145 254
108 252 251
242 46 237
217 126 203
244 32 204
211 104 151
255 230 213
89 171 58
119 87 88
24 195 212
2 95 223
231 156 0
37 252 136
128 164 83
32 121 159
128 49 25
12 233 123
161 21 75
50 231 155
54 128 212
174 140 0
231 22 6
69 177 205
175 81 87
131 103 30
19 25 97
25 179 38
165 161 25
117 143 141
185 133 78
163 30 8
102 34 101
100 46 57
192 53 83
141 244 201
83 183 219
162 3 196
227 248 10
179 142 53
99 250 240
119 223 2
52 17 161
166 23 10
160 184 107
156 40 125
150 182 89
44 16 123
167 114 233
193 88 240
64 147 9
188 205 176
42 220 88
9 125 206
63 70 155
3 244 66
111 95 125
139 184 187
243 227 139
99 3 193
208 153 112
209 192 16
143 112 109
113 201 49
58 217 28
90 95 89
155 103 102
117 233 134
177 166 194
26 242 216
115 57 176
236 93 46
201 55 118
247 234 2
199 199 25
8 239 134
44 251 158
76 79 254
27 233 130
44 191 97
25 16 120
104 58 43
71 234 98
114 194 134
225 205 147
13 89 153
246 8 67
39 63 48
106 59 82
244 109 141
41 246 65
75 82 142
173 150 110
70 205 0
180 92 144
20 107 67
58 206 115
34 227 31
189 83 245
107 206 229
177 10 65
27 171 202
66 235 74
107 19 128
73 34 138
185 57 23
145 167 253
230 165 19
76 34 88
245 50 206
208 254 143
226 69 15
150 204 134
192 80 236
117 218 23
22 134 221
27 20 69
123 224 34
205 27 190
112 81 87
96 164 150
126 70 85
119 19 67
145 96 76
255 88 212
147 117 30
232 9 118
77 197 254
37 192 41
122 122 74
231 184 191
45 98 165
21 163 22
101 240 89
16 207 151
239 113 236
165 121 238
124 139 1
83 112 11
2 251 113
190 239 90
88 144 170
116 180 63
13 99 71
223 101 212
137 88 241
138 36 230
103 218 118
153 112 46
18 211 39
130 63 204
159 234 119
17 90 10
234 1 210
156 249 79
243 238 187
131 159 97
123 121 41
235 55 224
218 150 35
187 112 255
36 228 154
216 86 132
125 102 135
157 50 3
185 128 69
157 164 87
56 53 49
156 254 98
0 160 128
203 227 5
27 176 97
68 32 98
52 41 83
199 203 82
109 215 201
179 155 33
132 20 252
71 134 145
38 125 16
25 161 14
146 241 106
215 52 46
114 202 81
62 29 109
246 96 196
88 104 39
51 187 155
251 43 213
187 151 225
126 167 140
125 158 113
189 157 179
223 225 207
80 237 5
26 152 73
7 118 199
214 28 79
170 42 74
6 33 15
239 112 164
5 56 85
187 191 171
242 133 162
158 119 50
73 189 138
137 3 136
195 99 83
210 46 46
111 67 204
106 194 215
18 47 107
94 104 166
188 250 171
140 187 163
171 178 164
166 174 127
100 34 235
108 32 138
16 135 172
38 189 241
21 145 7
96 24 60
246 158 168
234 6 7
108 50 170
15 62 1
196 186 173
21 47 34
124 130 54
245 33 49
25 245 71
92 143 118
76 20 63
227 195 187
70 57 244
138 180 137
87 12 14
123 29 161
206 198 167
252 222 185
12 166 33
181 152 121
235 177 71
37 131 181
78 174 168
95 147 236
9 97 48
9 204 0
244 7 8
151 225 56
74 18 175
196 20 116
72 38 89
81 74 175
3 84 136
2 110 187
137 150 234
214 8 56
60 139 114
134 29 213
107 116 186
64 73 203
50 111 151
165 27 151
148 243 254
1 178 247
214 139 23
202 149 40
31 215 160
92 216 94
78 192 132
242 108 132
27 251 188
232 198 53
113 194 101
47 180 251
10 206 35
18 124 199
76 151 181
40 55 177
100 207 217
153 108 241
162 29 99
149 240 30
20 23 153
18 253 165
102 130 210
197 146 141
248 205 79
100 11 106
65 204 88
26 1 159
100 178 155
75 99 216
16 81 193
137 213 199
157 149 82
215 73 30
101 62 204
29 220 205
96 221 254
236 244 126
3 18 170
115 151 78
90 4 91
193 14 205
100 34 132
61 186 56
175 24 218
100 54 246
53 20 244
194 175 81
118 59 33
50 128 118
215 102 136
90 18 175
58 34 134
97 242 223
222 231 69
244 52 63
120 152 153
121 7 87
147 59 32
145 153 64
37 250 153
212 46 24
115 90 133
201 124 198
40 186 252
36 74 240
176 15 210
67 72 58
218 222 234
235 49 193
173 123 218
63 31 215
139 128 192
2 47 0
133 145 100
14 86 45
254 78 144
21 130 56
131 153 172
151 244 160
233 10 157
35 221 134
169 175 223
210 56 231
120 9 225
0 232 28
43 68 161
78 18 144
202 182 137
213 189 192
242 154 137
172 167 120
112 14 117
157 106 76
28 74 161
35 208 85
243 35 187
168 116 46
121 192 233
253 154 46
77 155 35
26 80 232
13 187 211
23 197 224
109 48 170
106 233 143
147 207 198
99 70 153
181 48 2
229 31 77
246 229 157
103 199 94
126 252 14
43 68 225
216 184 39
189 36 135
144 139 105
175 159 28
13 88 166
147 239 64
172 231 222
57 236 100
31 168 83
42 235 8
5 173 238
101 216 51
202 226 215
89 146 51
192 143 79
35 135 151
126 16 209
10 144 106
122 211 105
55 15 177
226 146 85
185 72 40
192 210 218
185 252 56
78 157 104
250 76 60
150 124 242
149 205 246
78 184 135
242 231 76
243 210 53
10 116 71
36 63 32
219 150 78
65 105 222
44 216 159
69 226 21
131 136 15
224 235 88
100 84 3
217 38 62
203 35 175
162 151 196
236 55 141
61 224 230
42 128 32
78 190 121
86 67 235
130 191 75
42 236 172
32 70 125
5 48 222
237 193 32
231 104 111
69 40 15
176 41 189
118 186 12
149 40 215
96 244 30
228 76 241
76 210 43
249 21 41
10 74 209
128 45 121
78 6 138
237 76 252
76 97 0
57 81 102
146 165 173
222 159 190
37 131 183
22 181 94
224 210 11
80 17 45
9 140 184
243 71 27
53 6 142
87 92 221
94 112 247
0 105 234
66 141 22
29 109 182
255 180 30
65 115 46
236 7 244
96 229 117
186 242 9
14 47 221
204 230 113
243 152 40
212 87 73
146 93 0
175 244 71
59 15 181
130 38 163
78 47 54
21 204 37
178 8 82
112 53 143
149 204 48
180 94 46
101 243 12
60 109 188
15 208 52
244 110 121
119 116 66
249 77 137
57 200 155
114 20 143
158 230 41
174 102 139
225 184 85
128 59 242
163 212 71
215 221 12
172 150 98
161 36 146
229 127 250
225 238 136
147 206 89
15 226 88
213 94 241
176 101 48
95 191 227
55 221 158
120 151 176
27 38 105
50 59 62
57 81 178
234 137 15
109 164 76
0 9 189
107 207 89
215 68 185
227 107 38
16 99 68
214 185 72
2 12 175
50 153 247
126 122 207
181 200 170
193 220 196
0 94 244
186 240 235
251 136 159
125 223 32
105 130 7
7 91 57
203 216 185
53 247 191
122 222 76
255 199 239
255 108 128
249 57 242
182 223 149
12 50 88
164 77 237
113 108 219
150 8 229
238 15 82
123 86 240
85 143 243
3 111 246
58 198 205
120 183 236
245 82 133
220 61 181
216 49 81
68 115 56
177 154 50
117 48 194
130 30 118
189 228 158
127 0 110
20 26 243
73 209 108
